,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
277044,56.48291999999999,84.97451984605216,434.3951319565248,3,14,69,153,0,0,0,2,1,1,8,21,1.333775110242497,576624.0,0.0512108881777838,1,11,25,49,0,1,1,1,1,1,3,6,0,5,13,0,0,0,1,1,5,2,4,9,0,0,1,2,2,8,46,98,203.50786528567176,2.79637683809788,0,0,0,0.0357801277099381,6,18,24,168,39,2537.0,616.0,5.658119658119657,6.238095238095237,1966.7142857142856,1973.0,4799.609006502976,томская область,110,unknown,85.0,томск,s25511,False,False,45700.0,37111.37352619648,0.2946927687433918
276633,59.926304,30.35227288328309,967.8594751602916,4,353,802,1222,0,2,3,12,1,109,280,425,2.287527892699372,5381736.0,0.0547103214877088,3,44,112,175,0,5,21,46,0,12,25,49,28,49,68,5,17,29,29,82,133,13,34,46,0,40,105,166,2,224,464,690,0.0963860593387904,0.7493635687216783,0,0,0,0.0963860593387904,18,38,56,435,154,7951.0,2598.0,4.839712918660287,4.738255033557047,1882.0731707317077,1882.391891891892,1818.899531894579,санкт-петербург,10,second,35.0,санкт-петербург,s14044,False,False,107700.0,102104.69860165752,0.0
277826,50.59399000000001,36.60320002404985,125.14462663800062,5,29,54,81,0,0,1,2,1,5,14,19,0.9498826761458832,384425.0,0.048338418826607,2,34,60,98,0,2,4,4,0,2,5,8,0,0,0,2,3,3,2,3,4,0,0,0,1,3,8,9,2,16,25,40,553.3216870581166,0.3846781897472696,0,1,1,0.0347919141479379,7,16,17,168,61,3060.0,982.0,6.374233128834356,5.694915254237287,1974.189024390244,1973.5084745762715,1851.9019359847782,белгородская область,100,first,35.0,белгород,s6713,False,False,43400.0,39801.94862387725,0.0
276781,55.35130699999999,86.07689971422909,39.60580223149495,2,33,94,163,0,0,0,0,1,7,30,48,0.9388390012082468,558662.0,0.1196132717346464,0,5,25,51,0,0,4,6,0,3,7,8,0,2,5,4,4,7,0,1,3,2,2,4,0,2,6,10,1,16,42,80,199.6831018549224,2.1614520953170646,0,0,0,0.1235013095411637,8,21,42,217,54,3080.0,764.0,4.110599078341013,4.5,1957.069124423963,1960.3148148148148,4764.468901690506,кемеровская область,10,unknown,85.0,кемерово,s11347,False,False,106700.0,115387.13376611994,0.0
275867,59.92574815486182,30.31770351425233,51.00821381023146,26,433,748,1131,0,0,0,2,5,158,261,394,1.1909900711906245,5381736.0,0.0697203956368611,0,34,86,144,0,2,10,30,2,16,22,33,12,32,39,6,14,46,36,62,109,14,24,46,4,53,101,150,21,284,459,642,0.0596722027364995,1.3195140777567098,0,0,0,0.0596722027364995,28,36,59,207,69,4225.0,1331.0,4.558139534883721,4.375,1849.9883720930236,1844.2181818181807,1816.8110654288544,санкт-петербург,110,underground,35.0,санкт-петербург,s24620,False,False,343300.0,328535.32300397084,0.0
279790,55.36068,86.08146041460577,89.20130516337886,5,57,100,134,0,0,0,0,1,16,32,41,0.8445771733161354,558662.0,0.3419305094975395,0,10,12,20,1,3,5,7,1,4,6,7,1,3,3,1,7,9,0,0,1,1,4,7,0,2,9,12,1,23,32,48,200.10907872847577,2.073607517888376,0,0,0,0.3855453539351853,3,14,18,94,24,1649.0,429.0,4.6914893617021285,4.125,1957.4255319148936,1954.625,4765.5281839456575,кемеровская область,110,first,85.0,кемерово,s17667,False,False,47700.0,38755.03832223358,0.29021716121901925
278127,53.689748,91.66820429096713,846.3833894795278,0,9,14,25,0,0,0,0,0,0,0,1,15.196857811814793,186201.0,0.036909891914453,3,37,51,58,0,0,1,1,0,2,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,7,11,18,268.4533172654908,60.59692003351283,0,0,0,0.1215248492044839,7,15,20,112,39,3104.0,1184.0,5.731481481481483,6.128205128205129,1979.8990825688077,1982.4358974358963,4921.642787994544,красноярский край,110,manylevels,95.0,минусинск,s2285,False,False,24600.0,24145.08632142089,0.0
277396,56.04235500000001,92.92301749400828,96.54442536482668,0,24,52,80,0,0,0,0,0,5,15,23,4.760936793640499,1095286.0,0.1114795014704744,0,13,39,66,0,0,0,0,0,2,9,13,1,1,3,0,0,0,2,3,3,1,2,2,0,2,6,7,0,12,21,34,1.1650276566273143,5.25377073471527,0,0,0,0.1342169529119714,3,10,18,55,12,2612.0,569.0,12.944444444444445,14.333333333333336,2002.833333333333,2008.5,5207.624734070423,красноярский край,100,second,95.0,красноярск,s5072,False,False,92200.0,90693.99881880709,0.0
278024,52.336832,35.355113330267145,52.28952662525708,5,49,80,104,0,0,0,0,0,3,7,10,85.28644730574065,319550.0,0.0779981070872301,1,14,30,37,0,2,2,2,0,3,4,4,2,5,7,6,7,8,0,0,0,1,2,2,0,1,2,4,4,30,51,69,388.93866686843455,3.156375166567583,0,0,0,0.0794449970036675,6,12,15,121,39,3167.0,1153.0,6.43801652892562,6.153846153846152,1975.2727272727277,1973.333333333333,1850.3746267071522,курская область,110,other,35.0,железногорск,s12711,False,False,36000.0,34213.352375920535,0.0
278145,45.0590492,38.957324100289625,152.95749181719896,11,58,154,224,0,1,8,28,2,10,29,47,3.157781398051428,1405000.0,0.1955037726005952,0,5,36,66,0,0,0,0,1,4,9,16,3,10,12,0,1,2,0,0,2,0,4,6,1,3,3,3,8,44,110,146,337.2416883342977,5.269043789479948,0,0,0,0.0556476746267531,8,20,32,247,68,5372.0,1562.0,7.331896551724138,6.390625,1978.786885245901,1973.4264705882356,1755.379983335296,краснодарский край,10,other,34.0,краснодар,s3149,False,False,89800.0,94764.89074051449,0.0
279134,59.92623,30.355535047709733,55.11148371767194,16,335,791,1292,0,1,11,16,7,102,253,457,2.4593027823773568,5381736.0,0.1003056976583055,1,45,101,161,0,9,25,42,1,8,35,44,25,44,60,5,14,25,28,86,130,16,27,53,1,35,106,172,9,194,491,761,0.2935078855550986,0.5483443433284313,0,0,2,0.0925062800417327,8,41,65,432,170,7428.0,2795.0,4.774038461538462,4.8072289156626535,1882.7941176470588,1882.7865853658536,1819.0927750421142,санкт-петербург,100,first,35.0,санкт-петербург,s14207,False,False,146800.0,147228.84329456332,0.0
275789,56.00843808533214,92.8904734543412,161.9110403136995,1,25,33,51,0,0,0,0,1,7,7,9,1.063402660104685,1095286.0,0.1492533053236666,0,29,32,57,0,0,1,1,0,4,5,9,1,2,2,2,5,8,3,3,5,1,1,1,0,1,1,2,0,7,9,15,0.6178330075071863,4.5980373148186695,0,0,0,0.0756807517796952,2,5,7,85,34,1776.0,806.0,7.604938271604937,8.25,1977.703703703704,1980.3125,5202.650331184658,красноярский край,110,underground,95.0,красноярск,s9675,False,False,64500.0,63609.00393231918,0.0
278520,54.518925,36.290086973720285,139.25509653941293,5,66,98,146,0,1,1,1,1,9,11,16,2.0036914306083444,342936.0,0.1286952446482976,0,15,40,60,0,1,1,3,0,0,0,0,4,7,8,3,5,9,0,0,0,3,5,7,2,4,11,17,4,50,74,106,140.84280170896983,10.518909050829755,0,0,0,0.2740818924605864,8,15,20,150,54,2340.0,821.0,4.777027027027027,4.814814814814816,1969.979865771812,1965.888888888889,1978.4965299637333,калужская область,10,underground,35.0,калуга,s4090,False,False,35000.0,30670.331687222613,0.0
277176,47.231663,39.73653030693446,125.59118909291176,8,119,229,320,0,0,1,1,0,11,29,46,2.050771206553324,1114806.0,0.0786931224762401,5,22,58,97,0,2,8,15,0,9,13,25,6,13,19,2,14,24,0,1,1,5,9,10,0,5,10,18,7,89,148,192,427.66441128160216,1.3933128624222395,0,0,0,0.0525015749044936,13,27,31,337,104,2801.0,1056.0,4.38562091503268,5.247311827956988,1935.0193548387088,1947.3473684210528,1876.822408246415,ростовская область,10,underground,34.0,ростов-на-дону,s5897,False,False,50700.0,56914.82063054554,0.0
276509,56.5144,85.02746243122655,213.1258379499044,0,25,58,108,0,0,0,0,0,2,5,11,5.2975263971215885,576624.0,0.1947172077386793,0,4,12,24,0,0,0,0,0,1,1,4,0,1,3,0,0,0,0,1,1,1,2,3,0,0,1,3,0,20,48,82,208.300197573263,2.3697889258650533,0,0,0,0.1007846834473346,8,16,23,123,42,2659.0,861.0,6.135593220338983,6.2631578947368425,1980.957264957265,1981.710526315789,4805.27602282331,томская область,10,unknown,85.0,томск,s23839,False,False,36900.0,35274.93462227287,0.0
278638,56.862503,53.21850347666536,616.589426657559,1,24,77,143,0,0,0,0,0,5,12,19,0.5755050994716655,646277.0,0.1633607388915331,0,7,30,50,0,4,9,14,0,2,6,10,1,2,3,0,2,7,2,2,2,2,5,6,0,4,8,9,1,9,39,80,274.27426685212475,6.915112049125183,0,0,0,0.1558524964107441,2,17,35,0,0,1949.0,602.0,6.368644067796612,6.394736842105262,1970.890625,1971.6470588235293,3026.1373135973945,удмуртия,100,unknown,55.0,ижевск,s10889,False,False,29300.0,31093.62433269187,0.0
278447,52.35381,35.364921996668755,117.63738945757552,0,3,15,33,0,0,0,0,0,0,0,3,83.41308144081167,319550.0,0.3299134385419508,0,2,11,16,0,0,0,0,0,0,0,2,1,1,1,0,1,2,0,0,0,0,0,1,0,0,2,2,0,1,11,20,386.970709372582,1.9364899427171416,0,0,0,0.2038367822127968,8,15,19,88,39,2298.0,1118.0,8.298850574712644,9.410256410256409,1991.4886363636365,2000.8461538461536,1851.4884068784168,курская область,100,unknown,35.0,железногорск,s14617,False,False,28700.0,21149.73828875442,1.904230479960914
278667,51.730724,36.19336334581661,35.35216236428256,2,109,194,291,0,0,0,6,0,27,43,58,1.1606492694130637,443212.0,0.1016773574900783,0,36,70,84,0,8,12,12,1,9,15,22,2,4,6,8,13,18,1,1,2,3,7,13,0,4,10,16,1,56,101,163,432.43478647863685,2.5265424618067023,0,0,0,0.0930249942713273,10,24,37,116,37,1153.0,428.0,4.626168224299065,4.941176470588236,1950.97247706422,1947.7058823529408,1872.3088898741555,курская область,100,unknown,35.0,курск,s27183,False,False,51900.0,48398.736755313126,0.0
276414,59.932644,30.35327142105316,280.1801526749962,19,353,729,1301,0,4,5,10,9,139,280,490,2.0260847217643114,5381736.0,0.1760732691817376,0,32,80,155,1,20,46,65,0,17,30,42,15,27,58,8,19,42,59,99,143,15,30,46,5,49,100,159,6,189,381,710,0.7531029849193958,0.8838691832424482,0,0,0,0.061487019099077,27,48,69,414,109,8034.0,1849.0,4.843828715365238,4.79047619047619,1877.682741116751,1875.695238095238,1819.1518103133533,санкт-петербург,10,unknown,35.0,санкт-петербург,s17146,False,False,154500.0,149250.40050394632,0.0
278324,55.786224,49.14793885979371,156.91488195134525,5,39,101,183,0,0,0,0,2,7,18,46,1.318587350581307,1251969.0,0.0791736871436626,2,24,42,83,0,1,2,7,0,1,8,13,3,6,9,1,4,14,3,5,7,3,3,9,0,4,8,11,3,18,52,76,1.0765488674736554,2.7995362860934043,0,0,0,0.119418417714642,7,13,26,158,54,2614.0,851.0,6.926174496644295,6.294117647058822,1960.211920529801,1981.7843137254904,2741.7779263707566,татарстан,100,unknown,45.0,казань,s5501,False,False,51700.0,45770.03730103133,0.0
278931,56.82737,60.6023189063832,3635.013849964967,7,125,236,392,0,1,2,2,2,27,67,132,1.4196909095982613,1468833.0,0.1092324107770247,0,12,26,39,0,9,17,25,0,5,14,20,1,5,9,6,14,19,4,7,11,3,10,13,0,6,18,25,4,70,106,176,0.9992689241056826,3.5282950862087907,0,0,0,0.0731681485329351,10,16,25,66,15,2030.0,417.0,9.25,9.933333333333334,1969.9384615384613,1969.533333333333,3443.870399351034,свердловская область,100,unknown,65.0,екатеринбург,s4800,False,False,41200.0,42532.712771229206,0.0
275805,55.06994643600655,82.93265228614429,192.1354778906717,0,33,85,120,0,0,0,0,0,9,18,21,4.405227144288566,1625600.0,0.1504539602635646,0,9,16,21,0,0,7,7,0,0,2,3,0,5,6,1,1,1,0,0,0,1,8,15,0,0,2,2,0,22,41,61,1.5939029744816156,2.6517096317057978,0,0,0,0.1632909465284672,6,10,11,171,47,2747.0,812.0,7.048192771084339,8.28888888888889,1971.279761904762,1973.6521739130435,4567.096719193923,новосибирская область,10,underground,85.0,новосибирск,s23882,False,False,33700.0,23181.55943346601,4.100401346274234
275692,51.6668840303553,39.20438998096263,173.8884608013851,9,211,416,633,0,3,4,4,2,59,103,145,0.4679176666324072,1023570.0,0.1279477309213429,0,37,84,126,1,26,36,46,0,17,36,51,7,16,28,20,41,49,2,9,12,11,21,28,2,38,84,107,5,90,177,299,449.43160112652527,1.726189268879628,0,0,0,0.1980497002815452,20,27,38,259,70,4273.0,1219.0,5.230769230769232,5.5588235294117645,1958.7125506072875,1959.7058823529408,2025.5686706272195,воронежская область,100,other,35.0,воронеж,s24651,False,False,62800.0,62189.290480589865,0.0
276351,52.599358,39.58857717351976,183.6944127996563,3,43,97,162,0,3,3,4,2,6,22,42,0.8070805333711959,510152.0,0.0346887995735884,4,27,47,66,0,0,0,2,1,7,10,14,1,4,7,0,0,0,0,1,1,3,6,7,0,3,5,9,0,23,51,88,361.6788510943656,2.9632042721144565,0,0,0,0.0645123486984096,7,15,18,164,53,3446.0,1187.0,7.0389610389610375,7.615384615384616,1981.8141025641023,1984.3076923076928,2082.333743460594,липецкая область,110,unknown,35.0,липецк,s25806,False,False,54800.0,56632.098066836064,0.0
279476,52.35262,104.16500432015962,2533.5397444216533,2,6,17,29,0,0,0,0,0,1,2,2,10.660682887713987,623562.0,0.2602950645526078,0,4,10,12,0,0,0,0,0,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,11,22,58.0538340016053,4.2220212539562985,0,0,0,0.161508034363209,5,11,16,139,42,2782.0,901.0,6.905109489051095,5.428571428571429,1981.4233576642332,1973.357142857143,5453.310888471676,иркутская область,110,first,105.0,иркутск,s21766,False,False,26900.0,25044.012094029385,0.0
277567,57.997986,56.2456140260464,118.0106980066545,3,20,78,197,0,0,1,1,0,3,12,36,1.902597904542092,1055397.0,0.0345093418709915,3,31,74,114,0,0,5,12,0,0,2,12,1,4,9,1,2,3,1,1,3,0,3,5,0,0,4,9,3,14,48,119,271.6497064094488,2.5324899865692827,0,0,0,0.0470442409286883,1,13,30,186,66,3109.0,1124.0,6.1055555555555525,5.951612903225808,1967.362162162162,1966.553846153846,3262.1323348440424,пермский край,10,third,55.0,пермь,s12321,False,False,35600.0,33903.70591464842,0.0
276620,55.98566,92.8646294870359,180.50466495016343,0,3,13,29,0,0,0,0,0,0,1,6,2.686310590773482,1095286.0,0.0586265379573491,2,19,32,65,0,0,0,0,0,0,2,2,1,1,1,0,0,1,0,0,0,0,0,1,0,1,2,2,0,2,8,17,2.7645249123548665,1.4244813045945446,0,0,0,0.1946999744657551,7,10,11,106,27,3024.0,952.0,11.245098039215684,16.52,1989.9038461538464,2006.0,5199.087572487167,красноярский край,10,unknown,95.0,красноярск,s25222,False,False,59100.0,70048.05113203559,0.0019363633867483332
279591,58.0082368,56.23433665666315,158.3367245296484,5,92,187,290,0,1,2,2,0,24,59,96,1.1705540039235838,1055397.0,0.0798528401367882,0,43,88,142,0,2,5,13,0,7,17,24,1,4,11,2,4,8,6,8,12,3,6,11,0,10,17,27,2,48,95,126,272.7572919620144,1.818496626582856,0,0,0,0.2132942328995376,5,22,39,89,17,1475.0,207.0,7.048780487804878,8.5625,1966.0357142857144,1971.25,3262.0547170706363,пермский край,100,manylevels,55.0,пермь,s19283,False,False,61400.0,55735.648354576944,0.0
277139,56.000683,92.97071144777657,398.2859324561088,0,1,9,18,0,0,0,0,0,0,0,1,5.936688200908352,1095286.0,0.1724030933298782,0,25,41,66,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,5,10,4.79864045177789,0.9705412507149636,0,0,0,0.1729751421765984,8,12,19,192,49,2997.0,790.0,4.2146596858638725,4.142857142857143,1962.2094240837696,1959.367346938776,5206.4233400714065,красноярский край,10,first,95.0,красноярск,s14730,False,False,32100.0,28328.8940948056,0.0
278228,56.8317571,60.604839224061,333.5503956061367,6,140,279,474,0,1,1,3,2,48,96,169,0.9012485015836802,1468833.0,0.1129774007490696,0,11,24,52,0,8,26,32,1,7,12,26,1,2,7,5,28,35,3,5,15,5,9,12,2,10,17,36,1,67,113,190,0.5422824237672177,3.024638786403339,0,0,0,0.1587122861300825,8,23,35,64,9,1552.0,227.0,7.492063492063493,10.25,1955.0,1969.0,3444.2795018663874,свердловская область,10,other,65.0,екатеринбург,s28405,False,False,57400.0,60302.73165603147,0.0
279302,55.99433000000001,93.02607794063783,144.8295240009466,0,4,5,10,0,0,0,0,0,0,0,0,9.478133403308105,1095286.0,0.0862794351448622,0,9,16,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,7,7.536657455341502,4.084400001394677,0,0,0,0.0784873835343457,2,5,12,146,18,2689.0,463.0,4.568493150684932,5.0,1969.1849315068491,1972.2222222222224,5208.932906813797,красноярский край,110,unknown,95.0,красноярск,s28632,False,False,45900.0,46199.14375991644,0.0
277786,54.97114000000001,73.3857829996883,161.27337939324298,11,161,287,390,0,1,1,1,1,28,55,74,2.3765707421600246,1164815.0,0.0710942363820842,2,24,56,79,0,8,10,15,0,17,29,35,6,12,20,1,4,6,0,2,2,0,2,4,1,8,24,44,10,114,189,257,2.7794313449539243,3.512653876058013,0,0,0,0.1321534646396398,10,15,18,133,42,3003.0,843.0,5.624060150375942,5.095238095238095,1966.932330827068,1959.571428571429,4034.1001512854864,омская область,10,unknown,75.0,омск,s9675,False,False,56300.0,63376.857597046415,0.0
276309,61.25072,73.4208273821085,145.89147683972246,4,34,75,128,0,0,0,0,0,5,10,18,1.190621075092513,380632.0,0.1251155675878397,0,16,44,54,0,1,4,7,1,6,10,13,2,5,10,0,0,0,0,1,1,2,4,7,0,8,13,15,2,14,36,65,695.3562453491138,6.680010050224196,0,0,0,0.0893028728492218,5,9,19,66,22,1685.0,608.0,7.045454545454546,7.181818181818183,1986.833333333333,1984.818181818181,4497.078540149861,ханты-мансийский ао,10,unknown,76.0,сургут,s1497,False,False,53000.0,62621.88989996231,0.0006515303522077557
277253,56.2903,44.07665632275936,2098.55036251824,11,45,112,129,0,2,2,2,1,4,14,15,6.041586476339133,1252236.0,0.1137056256231055,0,7,28,34,0,1,1,1,0,1,3,3,1,5,6,1,1,2,0,0,1,4,6,10,0,3,5,5,8,31,83,90,5.524353864870711,7.590938541147556,0,0,0,0.1056031272759068,6,17,21,76,26,2760.0,840.0,10.43661971830986,9.041666666666666,1996.4109589041093,1993.0384615384608,2481.0882074050214,нижегородская область,10,unknown,45.0,нижний новгород,s9197,False,False,39300.0,40725.732165628295,0.0
276141,56.0341467629925,92.9042936306278,292.4954504318265,1,11,39,79,0,0,0,0,0,2,13,18,3.3332973267424006,1095286.0,0.107227052805456,0,6,24,43,0,0,0,2,0,0,1,4,0,2,5,0,0,1,4,4,4,1,1,1,0,1,3,7,0,4,18,36,0.8628942334485131,5.066479060846183,0,0,0,0.4814204349119881,2,11,16,95,24,3505.0,958.0,8.810526315789474,9.666666666666666,1990.5894736842104,1998.958333333333,5205.812824210748,красноярский край,110,unknown,95.0,красноярск,s5105,False,False,55600.0,47303.29986183778,0.028659524677082746
276754,61.25816700000001,73.42150929051606,482.21113373350966,5,30,69,132,0,0,0,0,0,7,15,23,1.2879135462344968,380632.0,0.0947602577253683,1,14,30,49,0,0,3,3,0,3,5,9,3,6,8,0,0,0,0,0,2,1,1,5,0,6,12,16,5,16,34,71,696.1854920553862,6.2239980896196805,0,0,0,0.0745846336949569,7,11,24,79,29,1604.0,337.0,7.113924050632911,8.689655172413794,1987.367088607595,1990.6206896551723,4497.667077510485,ханты-мансийский ао,10,unknown,76.0,сургут,s26627,False,False,52900.0,59699.99028663961,0.0
277476,55.991283,92.9621851918457,103.9456665945782,1,7,12,19,0,0,0,0,0,0,1,1,5.724416942403767,1095286.0,0.1352970943088316,0,23,46,67,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,1,5,8,14,5.6262762780071,0.9089003430696576,0,0,0,0.2977591974811281,1,5,6,197,68,3661.0,1094.0,4.847715736040608,4.632352941176472,1969.1015228426395,1970.7941176470588,5205.072019375042,красноярский край,10,first,95.0,красноярск,s12511,False,False,77800.0,84573.03019939974,0.0
275732,56.026707589656326,92.84094916785476,557.5258018452768,1,10,19,28,0,0,0,0,0,0,4,7,2.4671996458524066,1095286.0,0.1056556899708492,1,6,17,37,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,1,1,0,1,1,3,0,8,11,14,1.6876208057714177,0.9237647449655124,0,0,0,0.218739155406056,2,7,12,96,27,1942.0,591.0,6.806451612903228,7.6923076923076925,1975.542553191489,1984.0,5201.572711373546,красноярский край,10,unknown,95.0,красноярск,s7616,False,False,53100.0,54363.40327153376,0.0
277853,59.928436,30.361636359689918,178.42320940633968,16,364,691,1120,0,9,10,16,10,133,259,403,2.637807541134164,5381736.0,0.0214134547503508,1,23,57,129,1,14,25,36,0,10,19,36,9,18,48,7,11,18,36,86,125,9,27,46,4,48,80,138,8,237,411,655,0.1648490210225106,0.2261054771307602,5,8,8,0.0660006656854707,20,28,47,363,72,6266.0,1295.0,4.757225433526012,4.852941176470588,1883.6279069767445,1879.761194029851,1819.52538143695,санкт-петербург,110,underground,35.0,санкт-петербург,s13504,False,False,563100.0,597001.9279129456,0.0
279649,45.062706,39.003640888372665,162.12088103527918,13,47,73,150,0,3,3,12,4,9,12,32,3.598503536370938,1405000.0,0.0785955732693251,1,15,24,60,0,0,0,5,3,4,4,6,2,5,10,0,3,7,0,2,2,2,3,6,2,4,7,11,5,32,41,79,333.8745595182405,5.015645013761545,0,0,0,0.0877816928771488,7,12,27,84,29,2431.0,717.0,9.64102564102564,8.884615384615385,1987.4050632911392,1983.555555555556,1757.6096022823162,краснодарский край,110,other,34.0,краснодар,s8103,False,False,85000.0,84134.75126027594,0.0
276760,50.5981989,36.58661573791161,55.013733798429634,4,73,139,181,0,0,0,2,0,23,43,49,0.369351566848052,384425.0,0.2009099613205179,0,21,46,79,0,3,9,12,0,4,7,10,3,7,9,6,16,20,1,2,4,1,4,5,0,2,8,14,4,30,48,63,552.9780343585927,1.6313133492101926,0,0,0,0.128449647220049,9,19,27,163,62,2667.0,1038.0,5.493506493506493,5.433333333333334,1969.4358974358963,1967.426229508197,1851.2168601847218,белгородская область,110,other,35.0,белгород,s24056,False,False,75900.0,78634.90989087321,0.0
279571,52.341995,104.31883475684192,108.30406162597076,0,0,0,0,0,0,0,0,0,0,0,0,6.303744733005023,623562.0,0.5213877628272677,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.14529555227551,7.600978540319812,0,0,0,0.1358815870140275,6,9,9,16,11,27.0,0.0,5.5,6.394736842105262,1966.2,1965.6,5460.255927248446,иркутская область,110,unknown,105.0,иркутск,s5027,False,False,44700.0,41143.42466110684,0.0
276356,56.83984,53.203817883889,533.3759446886713,5,43,114,167,0,0,0,0,2,14,25,30,3.0226429302800617,646277.0,0.0353004375859367,4,30,68,90,2,7,30,52,0,2,4,9,0,0,1,2,6,9,0,0,0,0,9,23,0,3,4,7,2,19,49,64,272.3999522204793,4.266925762998076,0,0,0,0.050070243294251,23,35,43,0,0,1949.0,602.0,6.368644067796612,6.394736842105262,1970.890625,1971.6470588235293,3024.0964959093894,удмуртия,10,unknown,55.0,ижевск,s13992,False,False,33300.0,27860.27406742856,0.09100384914630981
279002,56.028652,92.90693891542128,557.8959157928331,0,9,31,44,0,0,0,0,0,2,5,6,2.9320128906933856,1095286.0,0.3813402230603415,0,7,18,27,0,0,1,1,0,0,0,2,1,1,1,0,2,2,1,4,4,0,1,4,0,1,1,6,0,4,15,21,0.2977649435516533,4.479390239235087,0,0,0,0.3483741487982472,5,8,10,63,32,1692.0,420.0,7.2063492063492065,4.5,1981.31746031746,1967.28125,5205.450548877397,красноярский край,100,unknown,95.0,красноярск,s3187,False,False,69800.0,76266.91430341997,0.0
276812,56.010597,92.85566552956055,53.2943048719891,1,41,81,104,0,0,0,0,0,17,25,32,1.252630820228026,1095286.0,0.1212000529187169,0,38,83,105,0,0,1,2,0,4,6,9,0,1,3,9,9,11,2,6,6,0,3,3,0,4,8,11,0,12,33,42,0.0879120850514779,1.6206541803114554,0,0,0,0.2112822278385092,8,13,17,141,32,2610.0,602.0,6.1985294117647065,5.266666666666667,1968.7007299270076,1962.6333333333328,5200.901261143007,красноярский край,10,unknown,95.0,красноярск,s12711,False,False,72700.0,68750.31035306284,0.0
276337,52.91859,36.01010851095265,46.148978563270425,0,28,35,43,0,0,0,0,0,5,6,6,6.921340988244904,319550.0,0.2937192004842029,0,4,7,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,2,0,0,1,1,0,23,26,30,308.79145254802546,46.89725967343625,0,0,0,0.0637842928274068,9,13,14,35,1,1010.0,20.0,6.735294117647059,5.0,1988.4857142857145,1964.0,1905.6041681466138,орловская область,10,first,35.0,орел,s12182,False,False,51200.0,42926.193854627614,0.08120572768037318
276856,56.020596,92.82667889336192,148.90947664235784,0,9,14,32,0,0,0,0,0,0,0,1,3.3107571765212485,1095286.0,0.1807357177575684,0,16,24,41,0,0,0,0,0,0,2,4,1,1,1,0,0,3,0,0,0,0,0,2,0,0,0,3,0,8,11,20,1.7018202575189227,0.6039665819844339,0,2,2,0.2068118695984769,9,10,18,152,58,3941.0,1619.0,7.394736842105262,8.224137931034482,1979.092105263158,1981.551724137931,5200.205876306754,красноярский край,10,unknown,95.0,красноярск,s25733,False,False,39200.0,29850.350026249464,1.183996890913277
