,lat,lng,total_square,osm_amenity_points_in_0.001,osm_amenity_points_in_0.005,osm_amenity_points_in_0.0075,osm_amenity_points_in_0.01,osm_building_points_in_0.001,osm_building_points_in_0.005,osm_building_points_in_0.0075,osm_building_points_in_0.01,osm_catering_points_in_0.001,osm_catering_points_in_0.005,osm_catering_points_in_0.0075,osm_catering_points_in_0.01,osm_city_closest_dist,osm_city_nearest_population,osm_crossing_closest_dist,osm_crossing_points_in_0.001,osm_crossing_points_in_0.005,osm_crossing_points_in_0.0075,osm_crossing_points_in_0.01,osm_culture_points_in_0.001,osm_culture_points_in_0.005,osm_culture_points_in_0.0075,osm_culture_points_in_0.01,osm_finance_points_in_0.001,osm_finance_points_in_0.005,osm_finance_points_in_0.0075,osm_finance_points_in_0.01,osm_healthcare_points_in_0.005,osm_healthcare_points_in_0.0075,osm_healthcare_points_in_0.01,osm_historic_points_in_0.005,osm_historic_points_in_0.0075,osm_historic_points_in_0.01,osm_hotels_points_in_0.005,osm_hotels_points_in_0.0075,osm_hotels_points_in_0.01,osm_leisure_points_in_0.005,osm_leisure_points_in_0.0075,osm_leisure_points_in_0.01,osm_offices_points_in_0.001,osm_offices_points_in_0.005,osm_offices_points_in_0.0075,osm_offices_points_in_0.01,osm_shops_points_in_0.001,osm_shops_points_in_0.005,osm_shops_points_in_0.0075,osm_shops_points_in_0.01,osm_subway_closest_dist,osm_train_stop_closest_dist,osm_train_stop_points_in_0.005,osm_train_stop_points_in_0.0075,osm_train_stop_points_in_0.01,osm_transport_stop_closest_dist,osm_transport_stop_points_in_0.005,osm_transport_stop_points_in_0.0075,osm_transport_stop_points_in_0.01,reform_count_of_houses_1000,reform_count_of_houses_500,reform_house_population_1000,reform_house_population_500,reform_mean_floor_count_1000,reform_mean_floor_count_500,reform_mean_year_building_1000,reform_mean_year_building_500,latlng,region,realty_type,floor,loc,city,street,ts_eq_10,ts_eq_1000,y_pred,y_true,metric
279340,55.0633733,82.91530249091349,393.8479002326232,4,65,116,204,0,0,0,1,2,18,27,40,3.9716974460645633,1625600.0,0.0563408367076869,1,16,21,49,0,0,0,1,0,6,13,16,4,4,12,0,0,1,0,1,2,3,5,7,1,8,11,19,3,43,83,144,0.4382798322213156,3.2860376230572714,0,0,0,0.0718056118138322,8,10,13,115,22,2784.0,495.0,7.6422018348623855,6.428571428571429,1970.138888888889,1964.65,4565.59625333959,новосибирская область,110,other,85.0,новосибирск,s12080,False,False,81700.0,82803.53908383916,0.0
278644,54.6808613,20.4969671844164,92.2646647122769,0,9,28,47,0,0,0,0,0,0,2,7,3.419949419556924,453461.0,0.0880647341227037,0,11,16,26,0,0,0,0,0,1,1,1,0,2,4,0,0,0,0,0,0,0,1,1,0,2,3,4,0,8,19,31,819.4982742969542,1.3693821114663622,0,0,0,0.0402758523442914,8,20,25,135,46,2267.0,553.0,6.44,6.0,1977.56,1975.6279069767445,1120.7918196817245,калининградская область,110,underground,25.0,калининград,s25222,False,False,33900.0,28938.489164039904,0.020449452565324107
279236,52.2845237,104.28988067809208,145.24250653982682,2,84,175,273,0,0,1,1,1,34,67,101,0.6862307267264769,623562.0,0.1131935221195103,0,28,59,95,0,5,15,17,0,3,7,9,4,9,10,6,14,28,7,14,20,1,2,4,2,9,11,17,1,22,46,79,59.71586076355922,1.7675022886854623,0,0,0,0.0850300394707271,9,23,41,323,72,2090.0,511.0,2.770764119601329,3.08955223880597,1938.2975778546715,1942.7384615384613,5452.746737983877,иркутская область,100,other,105.0,иркутск,s6671,False,False,59200.0,54178.35444641165,0.0
277073,56.016285,92.86951732129027,41.685461132521965,0,20,55,90,0,0,0,0,0,7,29,45,0.8698706230739688,1095286.0,0.0580777979053565,2,43,72,105,0,0,1,5,0,0,3,4,1,1,1,2,2,5,0,2,3,3,4,5,0,0,3,5,0,7,14,22,0.5146428958476661,2.5878999156270632,0,0,0,0.1636559191235918,4,8,16,90,25,1426.0,269.0,5.590909090909091,4.826086956521738,1966.8977272727277,1969.434782608696,5202.205350081833,красноярский край,100,first,95.0,красноярск,s2467,False,False,99900.0,98259.67828395696,0.0
277709,55.624669,37.67884493530168,31.388843826798706,1,21,38,111,0,1,1,1,0,2,6,19,14.460181708541477,12630289.0,0.2110886722711482,0,6,23,38,0,1,2,4,0,0,0,4,1,3,4,0,1,1,0,0,0,0,0,12,1,3,4,6,0,11,17,61,0.5373057059349439,0.8625711003207751,0,0,1,0.1431690875397321,9,24,45,102,22,2113.0,486.0,7.166666666666668,7.272727272727272,1968.166666666667,1966.636363636364,2095.8732778284825,москва,100,other,35.0,москва,s9725,False,False,123900.0,123069.20322760992,0.0
278096,59.9319,30.35111686674829,117.00769077898109,22,346,724,1280,0,3,5,8,10,133,282,473,2.0050705477567714,5381736.0,0.1141146454933144,0,36,84,160,0,22,46,65,2,19,30,43,15,30,58,7,18,43,54,97,141,16,27,48,4,52,97,158,14,183,382,689,0.5893753258897739,0.873710178181272,0,0,0,0.0474766888082637,27,41,64,404,111,7967.0,1905.0,4.864102564102564,4.850467289719626,1877.6020671834624,1878.1214953271024,1819.0001009462717,санкт-петербург,100,second,35.0,санкт-петербург,s17147,False,False,185700.0,187312.47368516657,0.0
276217,56.035625,92.92723499434796,67.10841143524499,1,13,33,53,0,0,0,0,0,3,8,12,4.376044295868009,1095286.0,0.1258827534698735,0,28,40,54,0,0,0,0,0,2,3,6,0,1,3,0,0,0,1,1,2,2,2,3,0,0,3,7,0,2,15,23,0.5222569832718627,4.471805782053409,0,0,0,0.1169300234332733,3,8,16,55,6,1446.0,137.0,9.89090909090909,21.166666666666668,1983.2181818181807,2006.333333333333,5207.235692430159,красноярский край,10,unknown,95.0,красноярск,s19076,False,False,102000.0,99644.73688149356,0.0
276945,59.37025,28.6108446958622,68.49140491996775,1,26,68,92,0,0,0,0,0,4,10,13,173.45041379706527,210116.0,0.0787013117330412,0,19,43,58,0,0,0,0,1,2,3,4,1,7,9,0,1,2,0,0,1,0,2,2,0,1,3,4,0,17,43,58,112.7901956924002,0.3897426531920195,0,1,1,0.0144741412057392,3,9,13,99,41,2015.0,673.0,5.153061224489796,4.487804878048781,1970.469387755102,1968.756097560976,1698.6330023045127,ленинградская область,110,unknown,25.0,кингисепп,s13067,False,False,71300.0,72359.44430970702,0.0
276325,56.0328,92.92590673963034,411.371692050188,2,11,28,48,0,0,0,0,1,2,6,11,4.112231233899852,1095286.0,0.0445696907330503,1,18,36,55,0,0,0,0,1,1,3,5,0,1,3,0,0,0,0,1,3,1,2,3,0,1,1,5,0,5,12,20,0.262809858563831,4.213913617614761,0,0,0,0.1487308310901805,4,6,12,59,20,1459.0,479.0,10.169491525423728,10.75,1981.542372881356,1984.1,5206.898747160359,красноярский край,10,unknown,95.0,красноярск,s19076,False,False,93900.0,101988.05802826468,0.0
276329,56.23157,43.46629900950544,112.9893017068148,0,12,32,48,0,0,0,0,0,5,10,12,0.7397942222891599,229000.0,0.0340569808159443,1,6,23,45,0,0,2,4,0,0,1,4,0,0,0,0,1,3,0,0,1,2,4,4,0,0,2,2,0,5,14,18,24.86788648429265,0.6151813084587656,0,0,2,0.063690996792728,8,27,42,89,23,1777.0,423.0,4.712643678160919,4.913043478260869,1960.3295454545453,1963.3478260869565,2444.1782353939357,нижегородская область,10,unknown,45.0,дзержинск,s18486,False,False,39400.0,34374.93586851455,0.0
276181,56.99204,40.975096248760345,137.6467768803669,3,62,181,284,0,0,0,0,0,3,9,22,0.7230229061103742,409285.0,0.1730598122891415,0,38,65,113,0,31,121,194,0,3,6,6,1,2,2,0,2,5,0,0,0,1,2,2,0,5,8,9,3,22,47,69,173.8642086820301,72.24874615178751,0,0,0,0.0974734094746529,8,13,20,153,45,2228.0,603.0,4.877697841726619,5.475,1915.7323943661968,1917.6829268292688,2335.2543244132,ивановская область,10,unknown,45.0,иваново,s8047,False,False,52400.0,56536.01323889755,0.0
276634,61.78985600000001,34.36540666160165,1786.295061242069,4,92,158,215,0,0,0,0,0,26,35,44,1.4576829316025464,280170.0,0.0972295075552672,0,26,41,58,0,2,2,3,3,8,13,17,1,4,9,3,7,10,0,1,2,6,10,11,0,6,18,28,0,46,86,123,295.923389037374,94.59678793161387,0,0,0,0.0466041885209974,2,8,16,120,36,1421.0,451.0,3.7058823529411766,3.8571428571428568,1955.166666666667,1955.333333333333,2123.4335290018066,карелия,10,unknown,36.0,петрозаводск,s12768,False,False,50200.0,64675.20540512995,0.26637020410568046
278045,50.6164,36.588491470085295,68.75910382953083,1,26,45,62,0,0,0,0,0,5,6,9,2.3206542832764243,384425.0,0.1168870130265612,0,48,78,101,0,2,4,6,0,3,3,3,1,4,4,0,0,2,0,0,1,1,2,2,0,2,5,5,0,13,26,34,550.9527898937059,2.9526623719792098,0,0,0,0.0898841309258702,5,9,21,176,46,3094.0,947.0,5.5057471264367805,5.3478260869565215,1970.6264367816093,1970.0,1851.9777196464252,белгородская область,110,first,35.0,белгород,s22536,False,False,56300.0,59715.72884631671,0.0
278940,44.5540856,38.06397424844455,114.18260351626706,0,30,63,109,0,1,1,1,0,16,21,29,29.88907463863719,262250.0,0.0388632323519365,2,11,17,29,0,0,3,9,0,0,2,4,0,1,4,1,1,5,2,4,8,1,5,8,0,2,3,5,0,11,25,42,396.5340501391509,88.82808415447073,0,0,0,0.0438477809991061,3,7,12,42,11,723.0,145.0,7.8,8.818181818181818,1991.45,1999.5454545454545,1695.9055669413942,краснодарский край,110,other,34.0,геленджик,s11375,False,False,83300.0,88358.46870983868,0.0
278012,55.99907,93.0202784224668,58.92384950486861,0,2,7,11,0,0,0,1,0,0,0,0,9.08531685189025,1095286.0,0.1029398609240864,0,12,16,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,2,6,9,6.921952923543175,3.934377157971157,0,0,0,0.0958078850637873,4,6,11,150,46,2182.0,788.0,3.773333333333333,4.195652173913044,1965.9,1965.695652173913,5209.049082799208,красноярский край,10,ground,95.0,красноярск,s13781,False,False,65800.0,69649.21732856074,0.0
275663,57.15096940007038,65.53330362970796,172.15925480097496,7,74,117,198,0,0,0,0,5,39,56,72,0.4367574043481132,744554.0,0.0153349537954898,4,58,118,182,0,2,5,12,1,6,9,14,4,6,8,2,4,7,3,5,6,2,3,4,0,12,21,22,0,21,29,68,298.03006473070894,1.1878828428952783,0,0,0,0.0245902558721119,14,18,29,131,32,2036.0,611.0,6.144,6.833333333333332,1977.3388429752067,1977.4333333333327,3745.2918304269606,тюменская область,100,unknown,65.0,тюмень,s26755,False,False,45200.0,41705.5708582176,0.0
279652,55.98872,92.9683139779509,106.37438908513096,0,3,7,12,0,0,0,0,0,0,0,0,6.172049582605744,1095286.0,0.0568979812359203,2,9,26,57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,6,6,6.003071518859311,1.3511020961310056,0,0,0,0.5524953980400744,1,2,7,190,79,2607.0,933.0,4.0,3.9367088607594938,1964.1947368421047,1965.430379746836,5205.176900183579,красноярский край,10,unknown,95.0,красноярск,s17711,False,False,55100.0,56470.35956364106,0.0
278586,52.951206000000006,36.06277539309304,804.067810281492,0,9,20,28,0,0,0,0,0,0,2,3,2.0297671390602683,319550.0,0.093928456493928,1,13,17,19,0,1,1,1,0,2,2,2,0,1,2,1,1,3,0,0,1,0,1,1,0,0,2,2,0,3,10,11,304.29573417464337,72.3293054332146,0,0,0,0.1755347646892427,4,6,13,188,61,1926.0,772.0,3.783625730994152,4.491228070175438,1957.5755813953488,1960.672413793104,1909.567448771401,орловская область,10,second,35.0,орёл,s10922,False,False,33900.0,38025.399859367775,0.0
277424,52.26531,104.30926090072504,2776.3477545024,2,23,55,94,0,0,0,2,0,9,18,28,3.2164966332750287,623562.0,0.0804257244106622,0,14,30,38,0,0,0,2,0,1,2,4,3,3,6,0,0,0,0,1,1,2,2,4,0,0,0,2,1,8,29,50,61.00005772067522,3.0367324117276966,0,0,0,0.1176990985044944,8,18,30,226,57,2519.0,567.0,6.312796208530807,5.711538461538463,1979.175355450237,1974.8076923076928,5451.755856847273,иркутская область,10,unknown,105.0,иркутск,s10892,False,False,54100.0,62419.77422279367,0.0
275326,56.112910115930994,92.92117643380158,326.4265136131967,0,7,15,23,0,0,0,0,0,1,2,2,11.577324173741092,1095286.0,0.1513644506754758,0,7,14,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,4,0,1,1,1,0,3,6,12,6.898648977518714,5.7760886441243935,0,0,0,0.4524417905021936,2,3,5,42,16,1708.0,706.0,10.17948717948718,9.875,1997.3589743589744,1993.4375,5214.077621096473,красноярский край,110,unknown,95.0,красноярск,s1700,False,False,39400.0,34954.2684927868,0.0
275772,43.12099637115879,131.8823655905899,93.2788193520238,1,45,175,275,0,0,0,0,0,21,63,87,0.9682070882965124,604901.0,0.1222599121931788,0,19,35,40,0,0,5,9,0,3,14,23,1,4,7,3,5,13,2,9,15,1,1,5,1,7,12,16,1,16,78,114,2271.8149290908605,1.3283293472475772,0,0,0,0.270266689853853,4,14,20,145,34,1098.0,183.0,5.414414414414416,4.739130434782608,1945.691729323308,1941.935483870968,5686.899008051664,приморский край,100,unknown,134.0,владивосток,s19767,False,False,82700.0,93944.1564641746,0.0
275824,55.728518723927145,37.53324199423656,315.4330424332573,0,14,36,51,0,0,0,0,0,2,3,7,5.725060620992558,12630289.0,0.0785998668226429,2,4,10,24,0,0,5,10,0,0,0,1,2,4,4,0,5,5,1,1,1,2,5,6,1,3,6,6,0,7,13,17,1.4831946993472311,1.384878565741642,0,0,0,0.055266963382952,6,8,15,44,9,1328.0,337.0,13.325581395348838,11.666666666666664,1972.0697674418604,1970.333333333333,2091.671979245501,москва,10,other,35.0,москва,s5664,False,False,133700.0,141605.32978865434,0.0
276024,56.8343889130249,60.60572596494855,166.7938435346272,5,126,274,429,0,1,2,3,2,47,96,159,0.4187186147235983,1468833.0,0.1003321656116377,0,20,43,77,1,12,32,53,0,8,22,34,3,5,8,15,25,34,5,8,14,4,8,16,0,9,27,42,2,40,88,127,0.5867275479045454,2.619867218795751,0,0,0,0.0355139521333205,15,23,44,54,14,1135.0,228.0,6.235294117647059,4.285714285714286,1959.529411764705,1945.7857142857144,3444.489399848097,свердловская область,100,unknown,65.0,екатеринбург,s14172,False,False,48700.0,48329.121921856175,0.0
275354,59.93812352914168,30.34783486844288,74.71793705609679,12,283,581,997,0,3,6,10,3,102,211,358,1.835192580864112,5381736.0,0.0974352921682019,1,36,92,161,0,22,36,62,1,9,13,35,16,33,46,15,24,58,15,48,94,10,17,34,0,27,61,138,10,143,303,495,0.7038003098000558,1.6487788470969875,0,0,0,0.0454928912034614,20,36,54,317,61,5915.0,1479.0,4.575250836120402,4.7368421052631575,1868.9030100334448,1867.982456140351,1818.9922751867225,санкт-петербург,10,unknown,35.0,санкт-петербург,s13614,False,False,129500.0,124374.41886307696,0.0
275937,56.06708731413509,92.9236750855466,110.13811652914484,0,17,32,49,0,0,0,1,0,2,4,7,7.456024726672429,1095286.0,0.1516429157041633,0,20,30,41,0,0,0,0,0,1,3,3,0,1,2,1,1,1,0,0,0,0,0,0,0,2,3,4,0,12,21,33,3.245869662398297,3.777505500223441,0,0,0,0.194433805864574,6,10,17,78,22,2879.0,762.0,9.256410256410255,9.636363636363637,1997.1153846153843,2000.6818181818185,5209.959804571661,красноярский край,10,unknown,95.0,красноярск,s23576,False,False,65800.0,66280.41435653449,0.0
275601,56.3226445272939,44.016504892070216,484.00837070423455,6,64,140,260,0,0,0,1,1,18,42,62,0.7758153437398999,1252236.0,0.1645659889721579,0,29,67,118,0,4,10,16,4,11,18,30,0,6,8,6,14,33,2,3,5,2,4,10,1,4,11,22,1,21,49,98,1.79765378487104,4.230967689939951,0,0,0,0.1489584128650439,12,21,35,208,83,2325.0,777.0,4.896341463414634,4.151515151515151,1954.2754491017963,1948.3030303030305,2479.125958369964,нижегородская область,100,unknown,45.0,нижний новгород,s27063,False,False,48200.0,45769.869574295335,0.0
278065,55.99804,92.94219925763728,101.11611699034954,0,3,15,45,0,0,0,0,0,0,3,3,4.347943655928867,1095286.0,0.2158273806779452,0,17,42,61,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,11,34,3.9711878532667337,0.7565521407844359,0,0,0,0.2038661467434342,2,10,19,206,62,3968.0,788.0,5.655172413793102,4.065573770491803,1964.5812807881769,1953.1475409836064,5204.580991717144,красноярский край,100,unknown,95.0,красноярск,s6007,False,False,76400.0,79245.52720675338,0.0
279492,56.845963,60.6236531085285,4376.908878275192,7,120,260,388,0,1,2,4,1,14,43,82,1.075647771278854,1468833.0,0.1428485943103815,0,26,71,95,0,2,6,12,1,10,19,26,8,11,16,14,20,23,1,6,7,1,3,6,1,16,24,36,2,70,161,224,1.6976563175213564,0.8284941851062976,0,0,0,0.1519933134835135,11,22,28,195,69,3994.0,1562.0,6.225130890052356,7.343283582089553,1963.880829015544,1968.8235294117649,3446.209941532246,свердловская область,100,manylevels,65.0,екатеринбург,s12308,False,False,33700.0,29547.108152492103,0.0
276575,57.159424,65.52998476254407,133.8161232473225,4,45,76,105,0,0,0,0,1,21,34,44,1.1424061549855793,744554.0,0.0850150640769802,4,38,73,117,0,8,8,8,0,1,6,10,2,4,6,3,4,7,0,2,4,0,2,3,0,0,7,13,0,2,12,21,297.60420330427456,1.5621970847068491,0,0,0,0.0568084128566198,8,11,23,101,30,1143.0,290.0,5.308510638297872,4.4444444444444455,1974.529411764705,1969.782608695652,3745.656183755796,тюменская область,10,unknown,65.0,тюмень,s27861,False,False,44700.0,42573.34513772046,0.0
277189,56.505928,84.9727410699463,324.6298083347087,0,6,32,68,0,0,0,0,0,0,2,4,2.1778574161879853,576624.0,0.3053884492975493,0,3,3,10,0,0,0,0,0,0,0,0,1,1,5,0,1,2,1,1,2,0,1,2,0,0,0,0,0,4,26,50,205.4320207263453,1.816138164649676,0,0,0,0.2339940339869353,6,9,17,97,19,1594.0,444.0,5.5125,6.882352941176473,1971.9506172839504,1980.058823529412,4801.463588861028,томская область,10,first,85.0,томск,s9670,False,False,34800.0,41933.91872986708,0.01979657861828162
275923,53.25079966120197,34.37339732488167,174.5054959855939,0,5,22,47,0,0,0,0,0,1,5,8,0.8564094136253702,406553.0,0.0458226600214739,1,8,21,36,0,2,5,7,0,0,1,3,0,2,3,2,6,10,0,0,1,0,0,0,0,0,0,0,0,0,5,15,327.1846027620496,3.771632164951,0,0,0,0.0232159809236561,3,8,17,118,39,1413.0,668.0,4.081081081081081,5.358974358974359,1961.2719298245609,1965.6153846153843,1830.4108946221695,брянская область,110,unknown,35.0,брянск,s12711,False,False,49100.0,52221.850942461504,0.0
277354,52.281334,104.28300080006956,66.60974560898455,4,72,137,227,0,0,0,0,0,27,52,82,0.9202423602508708,623562.0,0.0489397295846854,1,28,61,95,1,8,13,18,0,4,6,10,5,8,11,11,19,31,1,7,18,1,5,5,0,7,11,16,3,13,26,50,60.23502914000817,1.326419991740279,0,0,0,0.0906764938323203,9,18,29,249,86,1971.0,682.0,3.2970711297071134,3.0843373493975905,1947.467248908297,1942.8815789473688,5452.054395350704,иркутская область,10,unknown,105.0,иркутск,s14207,False,False,102000.0,92388.88309415684,0.0
276579,55.1599,61.404949978063705,175.2924108911911,2,120,231,339,0,0,0,0,0,33,66,81,0.0065864278738489,1196680.0,0.116377658779402,0,32,78,130,0,20,37,48,0,8,13,23,2,5,10,12,23,32,1,1,3,3,8,14,1,10,21,30,1,49,92,144,184.32359027822483,2.273409047899692,0,0,0,0.0598864530976507,12,30,43,133,30,2572.0,691.0,6.547826086956523,6.37037037037037,1963.2844827586207,1959.423076923077,3387.090900294996,челябинская область,110,unknown,65.0,челябинск,s28021,False,False,48900.0,42255.10940458073,0.002340301623430345
278150,59.92903,30.326824529773265,95.56256557616976,28,398,699,1115,0,0,1,5,9,148,258,397,1.1563350841491948,5381736.0,0.037125872886059,4,36,80,157,2,7,14,33,0,12,22,42,13,24,41,1,14,34,28,54,88,24,31,42,3,44,85,138,21,248,424,644,0.2802221888078762,1.2991132697352883,0,0,0,0.0224602749873246,23,45,71,180,60,3139.0,1005.0,4.467625899280575,4.404255319148937,1855.1376811594205,1847.5,1817.457177049518,санкт-петербург,10,first,35.0,санкт-петербург,s22536,False,False,165000.0,149702.97117648186,0.0
276348,52.34994,35.360606598217046,79.81407440895286,0,18,40,57,0,0,0,0,0,2,4,6,83.91216799345905,319550.0,0.0976250336268765,0,11,18,27,0,0,0,0,0,1,2,3,0,3,3,1,2,2,0,0,1,1,1,1,0,2,3,3,0,13,28,37,387.460185517566,2.2419585407941853,0,0,0,0.0855702534238361,6,18,27,129,46,3327.0,1143.0,8.171875,8.177777777777777,1988.7984496124031,1988.2391304347825,1851.1256337802663,курская область,10,unknown,35.0,железногорск,s7137,False,False,42500.0,47948.93667990367,0.0
275635,56.33171901512677,43.99522372320381,826.0238549631546,0,86,132,303,0,1,1,1,0,33,41,108,0.5091155848201884,1252236.0,0.1759516254212827,0,19,38,54,0,8,14,31,0,1,2,6,1,2,6,9,17,50,4,9,12,8,12,23,0,4,7,11,0,26,36,87,1.6043167793024429,3.096514315739084,0,0,0,0.1646234571761987,7,9,16,207,70,1332.0,384.0,3.5505617977528083,3.1333333333333333,1932.333333333333,1926.206349206349,2478.3265807831563,нижегородская область,10,unknown,45.0,нижний новгород,s20031,False,False,47300.0,52069.92478675878,0.0
278943,54.712353,55.996684092411925,166.270691201307,1,28,51,95,0,0,1,1,1,4,8,10,3.393230061555172,1128787.0,0.3279222402992835,0,1,4,21,0,0,0,0,0,4,6,7,0,3,6,0,0,1,1,1,2,0,0,1,0,4,8,8,0,20,34,67,356.4205369192141,5.012052985611015,0,0,0,0.092191708404733,6,14,20,171,41,3892.0,1015.0,9.335443037974684,8.170731707317072,1984.4294117647064,1986.2926829268283,3063.710346893526,башкортостан,110,unknown,55.0,уфа,s14485,False,False,57900.0,52065.70043976548,0.0
275346,43.12225259142145,131.88597853465237,813.5898896689778,4,166,276,374,0,0,0,0,2,39,77,107,0.4868677926399584,604901.0,0.0777101333783524,3,30,46,60,0,2,8,13,1,20,28,33,9,13,16,6,21,25,11,14,20,1,3,5,0,12,16,28,1,84,122,162,2272.490914171918,0.9941795959969296,0,0,2,0.0757342851340604,20,29,37,205,86,1767.0,675.0,5.842424242424243,5.3285714285714265,1950.342105263158,1948.9240506329115,5687.2204796380665,приморский край,10,unknown,134.0,владивосток,s18464,False,False,79600.0,77402.63343933882,0.0
278177,55.00094,73.35706154581388,153.60917907688557,5,80,124,164,0,0,0,1,0,10,15,19,1.5476672267456308,1164815.0,0.0902005007462234,1,15,23,41,0,0,0,2,0,4,6,7,6,9,12,1,1,2,1,1,1,8,13,22,1,5,8,10,2,50,81,100,0.8000403470269031,7.1297394891242405,0,0,0,0.1567226629485963,4,5,12,89,30,2538.0,728.0,8.806818181818182,8.517241379310345,1983.3146067415728,1983.1333333333328,4034.7073406576164,омская область,100,other,75.0,омск,s12097,False,False,43800.0,41397.26569866732,0.0
275405,59.93287806851245,30.36277433625245,55.676298049659,14,311,699,1222,0,4,10,17,6,122,270,435,2.55552160658996,5381736.0,0.0389358711153532,1,74,137,212,0,6,21,29,0,6,15,43,14,29,48,3,11,17,29,79,136,10,17,31,1,29,77,146,8,182,408,727,0.6521442148639763,0.9275269554162634,0,0,8,0.1783998643564683,14,36,56,396,108,7166.0,1475.0,4.741239892183288,4.639175257731959,1886.6792452830189,1887.1443298969075,1819.7284521163772,санкт-петербург,10,unknown,35.0,санкт-петербург,s7705,False,False,136700.0,127558.7682511786,0.0
277696,53.34289,83.76385736472965,42.82095194299768,2,24,74,151,0,0,0,0,0,1,11,28,1.2673027153905962,632723.0,0.0778330914399284,0,8,44,65,0,0,1,3,0,0,3,5,2,3,6,2,5,6,1,1,2,2,4,6,0,0,2,4,0,14,41,93,191.36415562045087,0.9381504481700236,0,0,5,0.0302264173761616,2,17,29,132,44,2584.0,1023.0,6.615384615384616,7.054054054054054,1974.7863247863247,1979.6216216216212,4468.206229382463,алтайский край,100,unknown,85.0,барнаул,s14822,False,False,54100.0,54272.49733013079,0.0
276378,56.32327,44.005292828373975,277.03030169402825,16,186,289,489,0,1,1,3,6,68,89,156,0.6049010174509565,1252236.0,0.1655115316742118,0,30,64,110,1,19,29,56,1,8,9,24,3,4,10,29,63,75,4,7,15,8,11,26,0,7,13,22,6,62,90,154,1.1367882931836817,3.3980514278659086,0,0,0,0.1463475834989987,2,10,27,294,83,2431.0,478.0,3.983539094650206,3.4264705882352944,1940.616,1931.3478260869565,2478.521989401571,нижегородская область,10,second,45.0,нижний новгород,s4182,False,False,58300.0,62996.718746222985,0.0
277585,55.624669,37.6788974884356,29.08012221574732,1,21,38,111,0,1,1,1,0,2,6,19,14.460181708541477,12630289.0,0.2110886722711482,0,6,23,38,0,1,2,4,0,0,0,4,1,3,4,0,1,1,0,0,0,0,0,12,1,3,4,6,0,11,17,61,0.5373057059349439,0.8625711003207751,0,0,1,0.1431690875397321,9,24,45,102,22,2113.0,486.0,7.166666666666668,7.272727272727272,1968.166666666667,1966.636363636364,2095.8762010791615,москва,100,other,35.0,москва,s9725,False,False,122400.0,123073.76060689036,0.0
277560,52.9181,36.01363900079377,65.0421623753711,5,33,40,46,0,0,0,0,0,5,6,6,6.862779986017325,319550.0,0.4845661156761986,0,1,9,14,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,1,2,2,0,0,1,1,5,26,29,33,308.79135328351305,47.07720637117561,0,0,0,0.1353717731665514,9,11,17,36,4,1055.0,14.0,6.8,2.5,1987.916666666667,1957.75,1905.773350007905,орловская область,10,unknown,35.0,орёл,s12182,False,False,33400.0,34854.314758428496,0.0
276443,55.02685,82.91693918172591,295.43516193387484,2,118,223,344,0,1,4,4,1,55,89,134,0.5831877316461984,1625600.0,0.0715221237423928,0,54,96,126,0,4,9,16,1,10,16,22,10,14,22,2,5,9,1,1,3,3,7,8,0,7,17,33,0,43,89,138,0.5261305494043459,1.0037690025185144,0,0,0,0.1938562746587818,4,16,27,160,71,3333.0,1355.0,5.782894736842105,5.621212121212121,1961.264516129032,1962.2463768115945,4562.657974811955,новосибирская область,10,unknown,85.0,новосибирск,s13992,False,False,51100.0,51493.53211858045,0.0
279208,56.49678,84.95367035484718,93.0352454229946,1,80,133,197,0,1,1,3,0,9,22,34,0.9027241283270344,576624.0,0.2016885725547645,0,22,63,91,0,0,2,9,0,8,11,18,8,11,14,0,1,3,1,4,9,1,1,1,0,1,4,5,1,55,83,112,203.9307189463681,3.150084962118765,0,0,0,0.1095638546082364,13,21,31,303,110,2309.0,840.0,3.26953125,2.9381443298969074,1938.0389105058368,1934.4226804123712,4799.608824230323,томская область,10,unknown,85.0,томск,s21766,False,False,45400.0,31611.67562495732,3.639909913525763
277595,56.326412,43.999164970046266,206.76960824809385,0,73,189,380,0,1,1,3,0,25,63,143,0.5537594859276893,1252236.0,0.243281173854441,0,21,44,62,0,7,17,42,0,1,5,8,1,5,7,5,29,57,2,9,13,8,16,29,0,4,8,14,0,26,54,103,1.3962321842653984,3.067174548388637,0,0,0,0.2384696545357122,7,12,17,270,85,1650.0,451.0,3.5530973451327434,3.3823529411764706,1936.888888888889,1929.291666666667,2478.3150937587934,нижегородская область,10,first,45.0,нижний новгород,s20031,False,False,41700.0,37370.09546745724,0.0
